City,Date,AvgTemperature_C,AvgWindSpeed_m_s,AvgPrecipitation_mm,CO_ppm,NO2_ppb,O3_ppb,AQI,TrafficIndex
Phoenix,2024-01-01,10.68,7.67,0.0,0.0,6.0,10,17.0,59
Phoenix,2024-01-02,10.22,5.58,0.0,5.0,22.0,10,26.0,59
Phoenix,2024-01-03,10.02,8.99,0.0,0.0,20.0,19,31.0,59
Phoenix,2024-01-04,9.42,9.6,0.06,11.0,20.0,9,32.0,59
Phoenix,2024-01-05,7.69,5.95,0.0,3.0,19.0,10,21.0,59
Phoenix,2024-01-06,8.24,5.93,0.0,0.0,2.0,10,24.0,59
Phoenix,2024-01-07,7.39,13.17,0.08,0.0,19.0,10,32.0,56
Phoenix,2024-01-08,5.02,9.42,0.0,8.0,19.0,10,29.0,56
Phoenix,2024-01-09,4.8,6.15,0.0,3.0,18.0,10,20.0,56
Phoenix,2024-01-10,6.47,5.28,0.0,0.0,20.0,10,22.0,56
Phoenix,2024-01-11,7.32,16.46,0.05,23.0,18.0,11,35.0,56
Phoenix,2024-01-12,5.35,6.94,0.0,0.0,17.0,10,28.0,56
Phoenix,2024-01-13,6.97,4.4,0.0,0.0,17.0,10,24.0,56
Phoenix,2024-01-14,9.42,6.16,0.0,1.0,18.0,10,31.0,66
Phoenix,2024-01-15,10.51,5.68,0.0,0.0,17.0,10,27.0,66
Phoenix,2024-01-16,11.08,6.35,0.0,0.0,7.0,10,27.0,66
Phoenix,2024-01-17,11.83,6.67,0.0,0.0,17.0,10,19.0,66
Phoenix,2024-01-18,13.65,6.48,0.0,23.0,18.0,10,27.0,66
Phoenix,2024-01-19,15.14,7.65,0.0,0.0,7.0,9,20.0,66
Phoenix,2024-01-20,14.33,8.79,0.0,12.0,7.0,9,11.0,66
Phoenix,2024-01-21,12.6,5.77,0.19,7.0,18.0,10,17.0,63
Phoenix,2024-01-22,11.31,7.31,0.33,7.0,21.0,23,21.0,63
Phoenix,2024-01-23,12.32,10.36,1.14,11.0,7.0,9,25.0,63
Phoenix,2024-01-24,11.69,5.18,0.05,0.0,9.0,10,24.0,63
Phoenix,2024-01-25,11.62,7.48,0.0,5.0,18.0,11,26.0,63
Phoenix,2024-01-26,11.61,4.89,0.0,0.0,7.0,10,25.0,63
Phoenix,2024-01-27,12.65,7.54,0.0,8.0,7.0,10,31.0,63
Phoenix,2024-01-28,14.37,13.75,0.0,7.0,17.0,9,37.0,57
Phoenix,2024-01-29,14.97,10.3,0.0,2.0,12.0,10,31.0,57
Phoenix,2024-01-30,14.97,7.62,0.0,5.0,7.0,10,32.0,57
Phoenix,2024-01-31,16.05,8.98,0.0,0.0,7.0,10,33.0,57
Phoenix,2024-02-01,17.02,16.23,0.01,8.0,18.0,13,29.0,57
Phoenix,2024-02-02,12.75,14.83,0.92,0.0,18.0,11,40.0,57
Phoenix,2024-02-03,10.29,6.75,0.02,11.0,0.0,11,39.0,57
Phoenix,2024-02-04,11.27,8.63,0.0,8.0,17.0,10,38.0,61
Phoenix,2024-02-05,13.55,11.54,0.0,12.0,19.0,10,27.0,61
Phoenix,2024-02-06,14.1,13.69,0.25,10.0,7.0,17,31.0,61
Phoenix,2024-02-07,10.7,11.53,0.76,0.0,7.0,10,34.0,61
Phoenix,2024-02-08,9.31,15.67,0.12,4.0,11.0,10,35.0,61
Phoenix,2024-02-09,7.24,6.05,0.0,8.0,17.0,11,33.0,61
Phoenix,2024-02-10,8.4,6.97,0.27,0.0,17.0,9,39.0,61
Phoenix,2024-02-11,7.82,5.17,0.0,7.0,19.0,10,35.0,64
Phoenix,2024-02-12,8.72,6.77,0.0,11.0,18.0,10,31.0,64
Phoenix,2024-02-13,10.57,7.72,0.0,0.0,16.0,11,34.0,64
Phoenix,2024-02-14,11.37,5.39,0.0,0.0,7.0,11,37.0,64
Phoenix,2024-02-15,12.0,6.2,0.0,21.0,19.0,10,36.0,64
Phoenix,2024-02-16,12.75,6.3,0.0,0.0,9.0,11,39.0,64
Phoenix,2024-02-17,13.75,6.59,0.0,0.0,19.0,10,42.0,64
Phoenix,2024-02-18,14.45,6.33,0.02,7.0,19.0,10,45.0,57
Phoenix,2024-02-19,15.47,8.33,0.0,0.0,18.0,10,37.0,57
Phoenix,2024-02-20,16.29,6.31,0.0,0.0,9.0,10,34.0,57
Phoenix,2024-02-21,15.41,9.09,0.0,0.0,18.0,10,34.0,57
Phoenix,2024-02-22,15.48,5.62,0.0,7.0,0.0,11,39.0,57
Phoenix,2024-02-23,16.56,7.37,0.0,11.0,18.0,10,35.0,57
Phoenix,2024-02-24,17.49,6.26,0.0,7.0,7.0,10,35.0,57
Phoenix,2024-02-25,18.16,6.6,0.0,7.0,17.0,10,44.0,57
Phoenix,2024-02-26,18.67,11.96,0.0,0.0,10.0,10,25.0,57
Phoenix,2024-02-27,17.72,7.81,0.0,1.0,17.0,10,37.0,57
Phoenix,2024-02-28,16.61,12.11,0.0,0.0,20.0,11,38.0,57
Phoenix,2024-02-29,15.83,9.56,0.0,1.0,21.0,11,41.0,57
Phoenix,2024-03-01,16.91,9.14,0.0,0.0,6.0,11,39.0,57
Phoenix,2024-03-02,16.34,10.99,0.0,6.0,7.0,10,38.0,57
Phoenix,2024-03-03,16.77,12.49,0.0,8.0,19.0,11,38.0,61
Phoenix,2024-03-04,15.85,10.91,0.0,23.0,6.0,11,41.0,61
Phoenix,2024-03-05,15.98,6.66,0.0,0.0,6.0,10,43.0,61
Phoenix,2024-03-06,16.73,7.6,0.0,0.0,8.0,11,38.0,61
Phoenix,2024-03-07,13.49,8.46,0.24,0.0,8.0,11,31.0,61
Phoenix,2024-03-08,13.0,6.65,0.04,0.0,8.0,12,38.0,61
Phoenix,2024-03-09,14.47,9.43,0.0,0.0,18.0,10,38.0,61
Phoenix,2024-03-10,16.31,9.29,0.0,7.0,22.0,10,44.0,64
Phoenix,2024-03-11,17.67,9.61,0.0,0.0,18.0,11,43.0,64
Phoenix,2024-03-12,17.7,6.66,0.0,0.0,5.0,11,42.0,64
Phoenix,2024-03-13,17.16,11.45,0.0,0.0,17.0,11,42.0,64
Phoenix,2024-03-14,15.72,8.41,0.02,0.0,7.0,13,40.0,64
Phoenix,2024-03-15,12.6,9.16,0.44,22.0,21.0,8,32.0,64
Phoenix,2024-03-16,12.11,7.95,0.0,0.0,7.0,11,40.0,64
Phoenix,2024-03-17,13.11,6.42,0.02,18.0,18.0,11,42.0,63
Phoenix,2024-03-18,13.98,12.63,0.0,0.0,12.0,11,43.0,63
Phoenix,2024-03-19,15.78,7.45,0.0,0.0,7.0,11,45.0,63
Phoenix,2024-03-20,16.24,7.15,0.01,1.0,20.0,13,47.0,63
Phoenix,2024-03-21,18.08,9.24,0.0,0.0,7.0,11,50.0,63
Phoenix,2024-03-22,20.25,7.59,0.0,0.0,6.0,11,51.0,63
Phoenix,2024-03-23,20.26,10.95,0.0,10.0,7.0,12,42.0,63
Phoenix,2024-03-24,15.13,20.34,0.29,0.0,6.0,8,39.0,66
Phoenix,2024-03-25,13.33,11.95,0.0,0.0,0.0,11,39.0,66
Phoenix,2024-03-26,14.44,13.28,0.03,0.0,8.0,11,41.0,66
Phoenix,2024-03-27,15.34,8.86,0.0,1.0,7.0,11,45.0,66
Phoenix,2024-03-28,18.35,7.98,0.0,9.0,6.0,11,46.0,66
Phoenix,2024-03-29,20.05,10.5,0.0,10.0,6.0,11,42.0,66
Phoenix,2024-03-30,21.14,18.92,0.0,22.0,11.0,12,46.0,66
Phoenix,2024-03-31,14.11,13.07,0.41,0.0,19.0,8,39.0,57
Phoenix,2024-04-01,11.94,7.53,0.43,23.0,20.0,11,38.0,57
Phoenix,2024-04-02,13.98,7.08,0.0,0.0,6.0,11,41.0,57
Phoenix,2024-04-03,16.63,7.0,0.0,0.0,6.0,11,48.0,57
Phoenix,2024-04-04,18.59,10.85,0.0,6.0,12.0,10,49.0,57
Phoenix,2024-04-05,15.92,18.28,0.0,7.0,15.0,11,44.0,57
Phoenix,2024-04-06,12.55,11.5,0.0,10.0,21.0,10,44.0,57
Phoenix,2024-04-07,14.37,5.2,0.0,0.0,8.0,11,48.0,56
Phoenix,2024-04-08,16.85,7.17,0.0,0.0,23.0,12,48.0,56
Phoenix,2024-04-09,18.66,9.3,0.0,7.0,6.0,11,47.0,56
Phoenix,2024-04-10,20.79,7.7,0.0,0.0,6.0,11,48.0,56
Phoenix,2024-04-11,22.99,8.94,0.0,9.0,7.0,11,51.0,56
Phoenix,2024-04-12,24.4,14.16,0.0,7.0,5.0,11,51.0,56
Phoenix,2024-04-13,23.4,13.0,0.0,9.0,6.0,10,46.0,56
Phoenix,2024-04-14,21.2,11.65,0.0,0.0,0.0,8,48.0,64
Phoenix,2024-04-15,18.82,12.01,0.0,19.0,6.0,11,51.0,64
Phoenix,2024-04-16,21.09,7.09,0.0,0.0,6.0,11,64.0,64
Phoenix,2024-04-17,24.41,8.85,0.0,0.0,7.0,11,71.0,64
Phoenix,2024-04-18,24.95,8.17,0.0,0.0,6.0,11,71.0,64
Phoenix,2024-04-19,25.71,8.86,0.0,0.0,23.0,10,80.0,64
Phoenix,2024-04-20,26.7,8.48,0.0,23.0,6.0,11,80.0,64
Phoenix,2024-04-21,27.9,7.95,0.0,0.0,19.0,10,84.0,65
Phoenix,2024-04-22,28.56,10.59,0.0,8.0,6.0,11,80.0,65
Phoenix,2024-04-23,28.02,12.7,0.0,21.0,5.0,11,44.0,65
Phoenix,2024-04-24,26.23,11.89,0.0,0.0,4.0,11,45.0,65
Phoenix,2024-04-25,23.25,12.78,0.0,13.0,4.0,12,44.0,65
Phoenix,2024-04-26,22.12,17.71,0.0,10.0,7.0,14,45.0,65
Phoenix,2024-04-27,20.9,14.22,0.0,11.0,7.0,9,45.0,65
Phoenix,2024-04-28,22.96,7.39,0.0,0.0,7.0,11,47.0,60
Phoenix,2024-04-29,25.0,8.47,0.0,0.0,23.0,11,64.0,60
Phoenix,2024-04-30,26.83,9.7,0.0,23.0,7.0,11,64.0,60
Phoenix,2024-05-01,26.22,11.7,0.0,0.0,8.0,11,61.0,60
Phoenix,2024-05-02,26.16,8.06,0.0,0.0,6.0,11,74.0,60
Phoenix,2024-05-03,26.96,11.69,0.0,23.0,5.0,11,67.0,60
Phoenix,2024-05-04,27.25,12.77,0.0,0.0,6.0,11,64.0,60
Phoenix,2024-05-05,25.27,19.22,0.0,7.0,6.0,7,40.0,56
Phoenix,2024-05-06,22.22,12.65,0.0,0.0,5.0,9,58.0,56
Phoenix,2024-05-07,24.43,11.73,0.0,1.0,6.0,11,54.0,56
Phoenix,2024-05-08,25.22,12.51,0.0,0.0,6.0,11,64.0,56
Phoenix,2024-05-09,23.76,13.7,0.0,8.0,5.0,11,54.0,56
Phoenix,2024-05-10,24.97,11.46,0.0,0.0,22.0,11,58.0,56
Phoenix,2024-05-11,26.12,12.34,0.0,0.0,5.0,11,54.0,56
Phoenix,2024-05-12,26.96,7.08,0.0,6.0,18.0,10,87.0,56
Phoenix,2024-05-13,28.94,8.95,0.0,1.0,20.0,11,87.0,56
Phoenix,2024-05-14,30.03,10.54,0.0,7.0,5.0,17,101.0,56
Phoenix,2024-05-15,29.22,11.96,0.0,21.0,8.0,10,61.0,56
Phoenix,2024-05-16,29.31,12.85,0.0,8.0,8.0,12,67.0,56
Phoenix,2024-05-17,30.04,11.27,0.0,23.0,0.0,11,87.0,56
Phoenix,2024-05-18,31.4,13.95,0.0,22.0,19.0,10,74.0,56
Phoenix,2024-05-19,30.22,13.06,0.0,7.0,6.0,10,84.0,62
Phoenix,2024-05-20,27.5,13.3,0.0,22.0,23.0,10,51.0,62
Phoenix,2024-05-21,26.44,10.12,0.0,22.0,4.0,11,84.0,62
Phoenix,2024-05-22,27.33,9.65,0.0,22.0,20.0,11,105.0,62
Phoenix,2024-05-23,27.64,10.4,0.0,20.0,5.0,11,84.0,62
Phoenix,2024-05-24,28.69,12.92,0.0,21.0,4.0,11,71.0,62
Phoenix,2024-05-25,27.52,16.49,0.0,23.0,5.0,10,44.0,62
Phoenix,2024-05-26,27.89,6.25,0.0,0.0,6.0,10,74.0,62
Phoenix,2024-05-27,30.6,6.63,0.0,0.0,4.0,10,58.0,62
Phoenix,2024-05-28,32.05,8.18,0.0,2.0,19.0,11,87.0,62
Phoenix,2024-05-29,31.89,11.08,0.0,15.0,0.0,11,90.0,62
Phoenix,2024-05-30,31.38,10.06,0.0,7.0,0.0,11,97.0,62
Phoenix,2024-05-31,32.04,9.21,0.0,1.0,5.0,11,100.0,62
Phoenix,2024-06-01,32.11,12.33,0.0,6.0,5.0,10,71.0,62
Phoenix,2024-06-02,31.45,9.62,0.0,1.0,4.0,10,84.0,63
Phoenix,2024-06-03,31.53,10.31,0.0,20.0,5.0,10,90.0,63
Phoenix,2024-06-04,32.13,10.97,0.0,6.0,5.0,11,71.0,63
Phoenix,2024-06-05,33.7,13.12,0.0,7.0,0.0,10,51.0,63
Phoenix,2024-06-06,35.86,14.05,0.0,0.0,9.0,10,64.0,63
Phoenix,2024-06-07,36.11,9.84,0.0,1.0,7.0,10,74.0,63
Phoenix,2024-06-08,34.71,9.34,0.0,22.0,7.0,11,84.0,63
Phoenix,2024-06-09,33.99,10.44,0.0,7.0,21.0,9,37.0,64
Phoenix,2024-06-10,33.12,8.54,0.0,20.0,5.0,11,51.0,64
Phoenix,2024-06-11,34.8,9.54,0.0,17.0,4.0,11,71.0,64
Phoenix,2024-06-12,35.32,9.92,0.0,8.0,22.0,10,64.0,64
Phoenix,2024-06-13,35.74,7.49,0.0,6.0,2.0,11,84.0,64
Phoenix,2024-06-14,34.67,6.62,0.0,8.0,5.0,12,140.0,64
Phoenix,2024-06-15,35.38,10.11,0.0,0.0,8.0,17,105.0,64
Phoenix,2024-06-16,35.88,15.54,0.0,0.0,6.0,8,71.0,57
Phoenix,2024-06-17,33.74,14.75,0.0,7.0,5.0,10,51.0,57
Phoenix,2024-06-18,32.53,10.88,0.0,22.0,0.0,10,58.0,57
Phoenix,2024-06-19,33.4,10.5,0.0,0.0,5.0,10,71.0,57
Phoenix,2024-06-20,35.73,9.63,0.0,23.0,9.0,10,47.0,57
Phoenix,2024-06-21,38.76,17.11,0.0,23.0,0.0,11,44.0,57
Phoenix,2024-06-22,35.03,12.81,0.0,1.0,5.0,12,47.0,57
Phoenix,2024-06-23,35.06,8.09,0.0,22.0,2.0,11,97.0,61
Phoenix,2024-06-24,36.36,9.53,0.0,19.0,7.0,9,49.0,61
Phoenix,2024-06-25,35.25,10.68,0.01,6.0,23.0,9,61.0,61
Phoenix,2024-06-26,36.08,9.27,0.0,7.0,6.0,10,71.0,61
Phoenix,2024-06-27,37.91,13.46,0.0,7.0,3.0,8,39.0,61
Phoenix,2024-06-28,37.61,12.08,0.0,22.0,0.0,9,44.0,61
Phoenix,2024-06-29,37.33,6.91,0.0,23.0,6.0,8,42.0,61
Phoenix,2024-06-30,37.75,8.94,0.0,10.0,7.0,9,61.0,59
Phoenix,2024-07-01,34.83,11.65,0.01,9.0,0.0,11,100.0,59
Phoenix,2024-07-02,36.93,8.28,0.0,5.0,20.0,10,87.0,59
Phoenix,2024-07-03,37.56,11.29,0.0,7.0,9.0,10,45.0,59
Phoenix,2024-07-04,37.74,16.55,0.0,7.0,5.0,10,43.0,59
Phoenix,2024-07-05,39.04,10.51,0.0,6.0,22.0,17,105.0,59
Phoenix,2024-07-06,37.92,10.92,0.0,0.0,20.0,10,54.0,59
Phoenix,2024-07-07,37.93,14.12,0.0,8.0,3.0,8,46.0,60
Phoenix,2024-07-08,38.93,11.19,0.0,14.0,7.0,10,84.0,60
Phoenix,2024-07-09,38.67,8.05,0.0,21.0,4.0,20,126.0,60
Phoenix,2024-07-10,39.03,10.82,0.0,8.0,8.0,10,64.0,60
Phoenix,2024-07-11,38.43,9.37,0.0,0.0,23.0,10,112.0,60
Phoenix,2024-07-12,38.3,9.33,0.0,7.0,5.0,18,151.0,60
Phoenix,2024-07-13,38.44,13.7,0.0,0.0,6.0,9,71.0,60
Phoenix,2024-07-14,35.97,16.4,0.0,20.0,6.0,11,44.0,61
Phoenix,2024-07-15,35.53,15.48,0.0,7.0,4.0,8,48.0,61
Phoenix,2024-07-16,36.58,13.74,0.0,7.0,20.0,11,45.0,61
Phoenix,2024-07-17,36.77,12.42,0.0,0.0,5.0,10,80.0,61
Phoenix,2024-07-18,37.4,11.84,0.0,22.0,20.0,11,64.0,61
Phoenix,2024-07-19,38.39,10.85,0.0,0.0,20.0,9,64.0,61
Phoenix,2024-07-20,38.02,8.49,0.02,0.0,5.0,9,64.0,61
Phoenix,2024-07-21,35.86,11.97,0.05,19.0,7.0,8,77.0,59
Phoenix,2024-07-22,35.46,6.96,0.01,4.0,20.0,12,161.0,59
Phoenix,2024-07-23,38.66,9.89,0.0,22.0,20.0,12,136.0,59
Phoenix,2024-07-24,38.12,9.05,0.02,0.0,7.0,10,67.0,59
Phoenix,2024-07-25,36.67,9.39,0.11,5.0,4.0,10,90.0,59
Phoenix,2024-07-26,36.18,6.04,0.0,6.0,5.0,17,119.0,59
Phoenix,2024-07-27,36.7,11.55,0.0,0.0,19.0,10,71.0,59
Phoenix,2024-07-28,36.65,11.15,0.01,0.0,5.0,10,54.0,61
Phoenix,2024-07-29,35.99,12.35,0.0,6.0,20.0,11,54.0,61
Phoenix,2024-07-30,36.52,13.44,0.0,16.0,5.0,10,67.0,61
Phoenix,2024-07-31,35.76,12.75,0.0,0.0,9.0,10,77.0,61
Phoenix,2024-08-01,34.65,10.61,0.0,8.0,7.0,10,77.0,61
Phoenix,2024-08-02,36.14,8.55,0.08,23.0,20.0,17,140.0,61
Phoenix,2024-08-03,38.66,7.42,0.0,22.0,6.0,10,115.0,61
Phoenix,2024-08-04,39.45,8.97,0.0,6.0,5.0,9,100.0,62
Phoenix,2024-08-05,38.18,9.92,0.0,0.0,20.0,11,100.0,62
Phoenix,2024-08-06,37.93,12.96,0.0,5.0,7.0,10,67.0,62
Phoenix,2024-08-07,34.07,11.51,0.0,7.0,8.0,11,90.0,62
Phoenix,2024-08-08,34.31,10.85,0.0,23.0,22.0,11,64.0,62
Phoenix,2024-08-09,34.04,7.64,0.0,0.0,8.0,17,133.0,62
Phoenix,2024-08-10,36.61,13.16,0.0,0.0,19.0,10,74.0,62
Phoenix,2024-08-11,33.01,7.22,0.04,0.0,19.0,11,54.0,56
Phoenix,2024-08-12,35.27,9.53,0.0,5.0,20.0,9,47.0,56
Phoenix,2024-08-13,34.81,12.2,0.0,7.0,20.0,10,44.0,56
Phoenix,2024-08-14,36.82,10.05,0.0,6.0,21.0,10,44.0,56
Phoenix,2024-08-15,37.05,8.33,0.0,4.0,19.0,10,45.0,56
Phoenix,2024-08-16,37.72,10.94,0.0,5.0,8.0,11,46.0,56
Phoenix,2024-08-17,37.33,11.62,0.0,23.0,6.0,9,74.0,56
Phoenix,2024-08-18,32.9,10.44,0.13,21.0,7.0,11,58.0,61
Phoenix,2024-08-19,36.5,6.88,0.0,2.0,20.0,10,105.0,61
Phoenix,2024-08-20,38.02,11.24,0.0,7.0,22.0,11,44.0,61
Phoenix,2024-08-21,34.9,10.62,0.0,5.0,7.0,8,47.0,61
Phoenix,2024-08-22,33.73,12.95,0.24,20.0,9.0,10,49.0,61
Phoenix,2024-08-23,33.59,13.15,0.0,1.0,8.0,9,37.0,61
Phoenix,2024-08-24,32.92,11.8,0.0,0.0,3.0,9,49.0,61
Phoenix,2024-08-25,34.75,8.94,0.0,4.0,3.0,9,44.0,65
Phoenix,2024-08-26,34.6,8.84,0.0,5.0,0.0,11,71.0,65
Phoenix,2024-08-27,35.5,9.03,0.0,7.0,10.0,10,50.0,65
Phoenix,2024-08-28,35.5,14.55,0.0,6.0,6.0,11,50.0,65
Phoenix,2024-08-29,34.07,9.55,0.0,5.0,19.0,10,58.0,65
Phoenix,2024-08-30,35.12,10.61,0.0,4.0,22.0,10,77.0,65
Phoenix,2024-08-31,35.12,12.89,0.0,1.0,19.0,11,87.0,65
Phoenix,2024-09-01,34.74,13.04,0.0,5.0,18.0,11,80.0,66
Phoenix,2024-09-02,35.39,16.34,0.0,4.0,23.0,10,101.0,66
Phoenix,2024-09-03,35.23,11.97,0.0,4.0,5.0,11,112.0,66
Phoenix,2024-09-04,36.15,9.59,0.0,6.0,20.0,23,126.0,66
Phoenix,2024-09-05,37.26,10.05,0.0,20.0,7.0,10,100.0,66
Phoenix,2024-09-06,37.47,14.17,0.0,4.0,7.0,11,80.0,66
Phoenix,2024-09-07,36.44,15.79,0.0,22.0,7.0,10,71.0,66
Phoenix,2024-09-08,35.42,17.76,0.0,0.0,6.0,10,71.0,56
Phoenix,2024-09-09,35.22,13.17,0.0,5.0,8.0,10,71.0,56
Phoenix,2024-09-10,34.57,8.44,0.0,0.0,16.0,11,71.0,56
Phoenix,2024-09-11,34.23,10.12,0.0,23.0,18.0,10,97.0,56
Phoenix,2024-09-12,34.12,14.2,0.0,1.0,19.0,10,45.0,56
Phoenix,2024-09-13,32.09,11.08,0.0,19.0,19.0,10,44.0,56
Phoenix,2024-09-14,32.67,7.16,0.0,1.0,21.0,10,51.0,56
Phoenix,2024-09-15,33.16,13.21,0.0,5.0,18.0,9,38.0,60
Phoenix,2024-09-16,31.57,20.13,0.0,4.0,8.0,16,33.0,60
Phoenix,2024-09-17,28.26,9.21,0.0,6.0,8.0,8,38.0,60
Phoenix,2024-09-18,27.25,9.34,0.0,4.0,19.0,10,44.0,60
Phoenix,2024-09-19,28.63,8.47,0.0,0.0,20.0,11,42.0,60
Phoenix,2024-09-20,28.83,12.62,0.0,6.0,6.0,14,37.0,60
Phoenix,2024-09-21,26.03,9.96,0.0,5.0,8.0,10,49.0,60
Phoenix,2024-09-22,28.07,5.15,0.0,0.0,8.0,10,90.0,62
Phoenix,2024-09-23,31.12,8.24,0.0,5.0,6.0,10,71.0,62
Phoenix,2024-09-24,32.32,8.23,0.0,5.0,1.0,10,71.0,62
Phoenix,2024-09-25,34.22,10.9,0.0,18.0,6.0,10,67.0,62
Phoenix,2024-09-26,34.28,7.75,0.0,5.0,7.0,19,101.0,62
Phoenix,2024-09-27,34.96,7.52,0.0,6.0,18.0,11,87.0,62
Phoenix,2024-09-28,36.92,11.03,0.0,6.0,19.0,10,51.0,62
Phoenix,2024-09-29,36.51,15.17,0.0,6.0,13.0,9,61.0,57
Phoenix,2024-09-30,33.95,9.79,0.0,0.0,6.0,11,74.0,57
Phoenix,2024-10-01,35.05,11.9,0.0,0.0,7.0,10,84.0,57
Phoenix,2024-10-02,35.04,14.89,0.0,0.0,6.0,10,97.0,57
Phoenix,2024-10-03,33.17,8.78,0.0,7.0,7.0,10,77.0,57
Phoenix,2024-10-04,33.72,6.67,0.0,19.0,20.0,10,71.0,57
Phoenix,2024-10-05,33.45,8.25,0.0,5.0,21.0,10,80.0,57
Phoenix,2024-10-06,33.6,9.18,0.0,5.0,19.0,10,58.0,64
Phoenix,2024-10-07,33.32,10.85,0.0,18.0,19.0,21,105.0,64
Phoenix,2024-10-08,32.44,10.04,0.0,6.0,7.0,10,67.0,64
Phoenix,2024-10-09,31.68,8.46,0.0,3.0,18.0,10,45.0,64
Phoenix,2024-10-10,32.19,6.15,0.0,4.0,6.0,10,74.0,64
Phoenix,2024-10-11,31.04,8.9,0.0,4.0,18.0,11,80.0,64
Phoenix,2024-10-12,30.79,8.44,0.0,15.0,20.0,10,84.0,64
Phoenix,2024-10-13,30.72,9.15,0.0,0.0,17.0,10,51.0,59
Phoenix,2024-10-14,29.87,8.85,0.0,4.0,22.0,10,47.0,59
Phoenix,2024-10-15,28.0,9.51,0.0,10.0,6.0,10,43.0,59
Phoenix,2024-10-16,27.02,11.26,0.0,8.0,21.0,10,36.0,59
Phoenix,2024-10-17,26.04,8.48,0.0,6.0,19.0,10,38.0,59
Phoenix,2024-10-18,21.69,18.81,0.04,23.0,8.0,8,41.0,59
Phoenix,2024-10-19,17.05,9.88,0.02,0.0,17.0,10,38.0,59
Phoenix,2024-10-20,18.62,6.1,0.0,0.0,18.0,11,46.0,56
Phoenix,2024-10-21,21.82,5.46,0.0,4.0,17.0,10,51.0,56
Phoenix,2024-10-22,23.79,6.29,0.0,6.0,20.0,10,47.0,56
Phoenix,2024-10-23,25.7,7.67,0.0,6.0,8.0,10,41.0,56
Phoenix,2024-10-24,25.64,6.85,0.0,5.0,21.0,10,44.0,56
Phoenix,2024-10-25,25.82,5.83,0.0,21.0,6.0,10,48.0,56
Phoenix,2024-10-26,25.8,6.52,0.0,5.0,19.0,10,44.0,56
Phoenix,2024-10-27,26.03,7.54,0.0,4.0,18.0,10,42.0,66
Phoenix,2024-10-28,24.15,10.9,0.0,6.0,8.0,22,33.0,66
Phoenix,2024-10-29,19.5,16.36,0.24,8.0,18.0,9,44.0,66
Phoenix,2024-10-30,17.14,7.23,0.0,6.0,0.0,10,37.0,66
Phoenix,2024-10-31,17.68,6.17,0.0,5.0,12.0,10,41.0,66
Phoenix,2024-11-01,18.8,5.9,0.0,6.0,23.0,10,39.0,66
Phoenix,2024-11-02,17.8,8.87,0.07,23.0,15.0,10,39.0,66
Phoenix,2024-11-03,16.05,9.86,0.02,15.0,8.0,9,41.0,65
Phoenix,2024-11-04,14.95,8.0,0.0,4.0,18.0,9,36.0,65
Phoenix,2024-11-05,15.02,7.59,0.0,20.0,18.0,10,35.0,65
Phoenix,2024-11-06,14.62,13.7,0.0,5.0,17.0,10,39.0,65
Phoenix,2024-11-07,13.05,11.28,0.0,4.0,7.0,9,35.0,65
Phoenix,2024-11-08,12.7,6.59,0.0,22.0,19.0,10,33.0,65
Phoenix,2024-11-09,14.62,4.77,0.0,0.0,9.0,10,34.0,65
Phoenix,2024-11-10,17.37,6.83,0.0,13.0,10.0,10,38.0,64
Phoenix,2024-11-11,18.29,7.05,0.0,4.0,17.0,10,34.0,64
Phoenix,2024-11-12,16.65,4.71,0.0,8.0,17.0,10,39.0,64
Phoenix,2024-11-13,16.26,4.31,0.0,4.0,17.0,10,35.0,64
Phoenix,2024-11-14,17.05,3.56,0.0,18.0,8.0,10,30.0,64
Phoenix,2024-11-15,15.69,5.21,0.0,5.0,17.0,10,39.0,64
Phoenix,2024-11-16,13.33,5.3,0.0,5.0,17.0,10,38.0,64
Phoenix,2024-11-17,13.74,5.2,0.0,7.0,11.0,10,40.0,58
Phoenix,2024-11-18,13.46,4.35,0.0,6.0,17.0,10,34.0,58
Phoenix,2024-11-19,13.79,2.77,0.0,6.0,8.0,10,32.0,58
Phoenix,2024-11-20,15.02,2.43,0.0,13.0,8.0,10,32.0,58
Phoenix,2024-11-21,15.71,3.32,0.0,1.0,10.0,10,31.0,58
Phoenix,2024-11-22,16.46,3.2,0.0,4.0,13.0,9,23.0,58
Phoenix,2024-11-23,16.45,3.35,0.0,0.0,8.0,10,33.0,58
Phoenix,2024-11-24,15.82,3.18,0.0,0.0,20.0,10,33.0,58
Phoenix,2024-11-25,17.54,2.66,0.0,5.0,19.0,9,31.0,58
Phoenix,2024-11-26,18.03,2.96,0.0,2.0,4.0,9,21.0,58
Phoenix,2024-11-27,18.82,2.97,0.0,5.0,8.0,10,25.0,58
Phoenix,2024-11-28,17.03,2.3,0.0,6.0,8.0,10,34.0,58
Phoenix,2024-11-29,16.12,3.29,0.0,6.0,7.0,10,33.0,58
Phoenix,2024-11-30,17.47,3.1,0.0,4.0,11.0,10,34.0,58
Phoenix,2024-12-01,16.37,3.27,0.0,10.0,18.0,10,31.0,64
Phoenix,2024-12-02,16.97,2.93,0.0,6.0,17.0,10,23.0,64
Phoenix,2024-12-03,18.5,5.54,0.0,9.0,18.0,10,34.0,64
Phoenix,2024-12-04,16.29,3.67,0.0,4.0,23.0,10,31.0,64
